component_id,lot_id,burnin_hours,leakage_current_ua,iddq_ma,propagation_delay_ns,chamber_temp_c,static_spec_fail,archetype,true_latent_defect,leakage_0h,leakage_24h,leakage_96h,leakage_168h
IC_A_008,LOT_A_2026,0.0,10.116,1.4866,8.517,125.0,0,HEALTHY_STABLE,0,10.116,9.931,10.424,10.93
IC_A_008,LOT_A_2026,24.0,9.931,1.5088,8.565,125.0,0,HEALTHY_STABLE,0,10.116,9.931,10.424,10.93
IC_A_008,LOT_A_2026,96.0,10.424,1.5188,8.574,125.0,0,HEALTHY_STABLE,0,10.116,9.931,10.424,10.93
IC_A_008,LOT_A_2026,168.0,10.93,1.5306,8.645,125.0,0,HEALTHY_STABLE,0,10.116,9.931,10.424,10.93
IC_A_009,LOT_A_2026,0.0,10.19,1.4095,8.435,125.0,0,MILD_DRIFT,0,10.19,10.593,12.022,13.19
IC_A_009,LOT_A_2026,24.0,10.593,1.4382,8.565,125.0,0,MILD_DRIFT,0,10.19,10.593,12.022,13.19
IC_A_009,LOT_A_2026,96.0,12.022,1.5039,8.826,125.0,0,MILD_DRIFT,0,10.19,10.593,12.022,13.19
IC_A_009,LOT_A_2026,168.0,13.19,1.5458,8.923,125.0,0,MILD_DRIFT,0,10.19,10.593,12.022,13.19
IC_A_010,LOT_A_2026,0.0,10.514,1.4743,8.409,125.0,0,HEALTHY_STABLE,0,10.514,10.655,11.332,11.583
IC_A_010,LOT_A_2026,24.0,10.655,1.481,8.432,125.0,0,HEALTHY_STABLE,0,10.514,10.655,11.332,11.583
IC_A_010,LOT_A_2026,96.0,11.332,1.5044,8.49,125.0,0,HEALTHY_STABLE,0,10.514,10.655,11.332,11.583
IC_A_010,LOT_A_2026,168.0,11.583,1.5115,8.621,125.0,0,HEALTHY_STABLE,0,10.514,10.655,11.332,11.583
IC_A_011,LOT_A_2026,0.0,10.449,1.4921,8.447,125.0,0,HEALTHY_STABLE,0,10.449,10.247,10.848,11.726
IC_A_011,LOT_A_2026,24.0,10.247,1.5002,8.493,125.0,0,HEALTHY_STABLE,0,10.449,10.247,10.848,11.726
IC_A_011,LOT_A_2026,96.0,10.848,1.5416,8.555,125.0,0,HEALTHY_STABLE,0,10.449,10.247,10.848,11.726
IC_A_011,LOT_A_2026,168.0,11.726,1.5521,8.568,125.0,0,HEALTHY_STABLE,0,10.449,10.247,10.848,11.726
IC_A_012,LOT_A_2026,0.0,9.953,1.4143,8.462,125.0,0,MILD_DRIFT,0,9.953,10.407,11.647,12.823
IC_A_012,LOT_A_2026,24.0,10.407,1.4179,8.475,125.0,0,MILD_DRIFT,0,9.953,10.407,11.647,12.823
IC_A_012,LOT_A_2026,96.0,11.647,1.4925,8.743,125.0,0,MILD_DRIFT,0,9.953,10.407,11.647,12.823
IC_A_012,LOT_A_2026,168.0,12.823,1.5433,8.964,125.0,0,MILD_DRIFT,0,9.953,10.407,11.647,12.823
IC_A_013,LOT_A_2026,0.0,10.1,1.4264,8.538,125.0,0,HEALTHY_STABLE,0,10.1,10.093,10.578,11.104
IC_A_013,LOT_A_2026,24.0,10.093,1.4387,8.557,125.0,0,HEALTHY_STABLE,0,10.1,10.093,10.578,11.104
IC_A_013,LOT_A_2026,96.0,10.578,1.4495,8.609,125.0,0,HEALTHY_STABLE,0,10.1,10.093,10.578,11.104
IC_A_013,LOT_A_2026,168.0,11.104,1.4768,8.717,125.0,0,HEALTHY_STABLE,0,10.1,10.093,10.578,11.104
IC_A_014,LOT_A_2026,0.0,9.956,1.4957,8.442,125.0,0,MILD_DRIFT,0,9.956,10.399,12.078,12.785
IC_A_014,LOT_A_2026,24.0,10.399,1.5025,8.54,125.0,0,MILD_DRIFT,0,9.956,10.399,12.078,12.785
IC_A_014,LOT_A_2026,96.0,12.078,1.5463,8.774,125.0,0,MILD_DRIFT,0,9.956,10.399,12.078,12.785
IC_A_014,LOT_A_2026,168.0,12.785,1.6178,9.002,125.0,0,MILD_DRIFT,0,9.956,10.399,12.078,12.785
IC_A_015,LOT_A_2026,0.0,10.434,1.479,8.51,125.0,0,HEALTHY_STABLE,0,10.434,10.973,11.266,11.565
IC_A_015,LOT_A_2026,24.0,10.973,1.4706,8.479,125.0,0,HEALTHY_STABLE,0,10.434,10.973,11.266,11.565
IC_A_015,LOT_A_2026,96.0,11.266,1.4944,8.532,125.0,0,HEALTHY_STABLE,0,10.434,10.973,11.266,11.565
IC_A_015,LOT_A_2026,168.0,11.565,1.4889,8.6,125.0,0,HEALTHY_STABLE,0,10.434,10.973,11.266,11.565
IC_A_016,LOT_A_2026,0.0,10.929,1.4351,8.297,125.0,0,HEALTHY_STABLE,0,10.929,10.946,11.013,11.566
IC_A_016,LOT_A_2026,24.0,10.946,1.4594,8.39,125.0,0,HEALTHY_STABLE,0,10.929,10.946,11.013,11.566
IC_A_016,LOT_A_2026,96.0,11.013,1.455,8.469,125.0,0,HEALTHY_STABLE,0,10.929,10.946,11.013,11.566
IC_A_016,LOT_A_2026,168.0,11.566,1.4858,8.526,125.0,0,HEALTHY_STABLE,0,10.929,10.946,11.013,11.566
IC_A_017,LOT_A_2026,0.0,9.976,1.3927,8.231,125.0,0,HEALTHY_STABLE,0,9.976,10.368,10.498,11.061
IC_A_017,LOT_A_2026,24.0,10.368,1.4331,8.291,125.0,0,HEALTHY_STABLE,0,9.976,10.368,10.498,11.061
IC_A_017,LOT_A_2026,96.0,10.498,1.4421,8.437,125.0,0,HEALTHY_STABLE,0,9.976,10.368,10.498,11.061
IC_A_017,LOT_A_2026,168.0,11.061,1.4722,8.432,125.0,0,HEALTHY_STABLE,0,9.976,10.368,10.498,11.061
IC_A_018,LOT_A_2026,0.0,10.262,1.4422,8.53,125.0,0,HEALTHY_STABLE,0,10.262,9.876,10.643,10.958
IC_A_018,LOT_A_2026,24.0,9.876,1.4602,8.508,125.0,0,HEALTHY_STABLE,0,10.262,9.876,10.643,10.958
IC_A_018,LOT_A_2026,96.0,10.643,1.4771,8.556,125.0,0,HEALTHY_STABLE,0,10.262,9.876,10.643,10.958
IC_A_018,LOT_A_2026,168.0,10.958,1.499,8.66,125.0,0,HEALTHY_STABLE,0,10.262,9.876,10.643,10.958
IC_A_019,LOT_A_2026,0.0,10.468,1.5018,8.463,125.0,0,HEALTHY_STABLE,0,10.468,10.608,10.774,11.622
IC_A_019,LOT_A_2026,24.0,10.608,1.5082,8.407,125.0,0,HEALTHY_STABLE,0,10.468,10.608,10.774,11.622
IC_A_019,LOT_A_2026,96.0,10.774,1.5302,8.567,125.0,0,HEALTHY_STABLE,0,10.468,10.608,10.774,11.622
IC_A_019,LOT_A_2026,168.0,11.622,1.5541,8.592,125.0,0,HEALTHY_STABLE,0,10.468,10.608,10.774,11.622
IC_A_020,LOT_A_2026,0.0,10.207,1.496,8.418,125.0,0,ACCELERATING_DRIFT,1,10.207,12.041,18.238,25.127
IC_A_020,LOT_A_2026,24.0,12.041,1.6002,8.792,125.0,0,ACCELERATING_DRIFT,1,10.207,12.041,18.238,25.127
IC_A_020,LOT_A_2026,96.0,18.238,1.9281,9.792,125.0,0,ACCELERATING_DRIFT,1,10.207,12.041,18.238,25.127
IC_A_020,LOT_A_2026,168.0,25.127,2.1974,10.962,125.0,0,ACCELERATING_DRIFT,1,10.207,12.041,18.238,25.127
IC_A_021,LOT_A_2026,0.0,40.816,2.5929,8.175,125.0,0,LATENT_DEFECT_LOT_OUTLIER,1,40.816,40.615,44.638,47.594
IC_A_021,LOT_A_2026,24.0,40.615,2.6461,8.409,125.0,0,LATENT_DEFECT_LOT_OUTLIER,1,40.816,40.615,44.638,47.594
IC_A_021,LOT_A_2026,96.0,44.638,2.7919,9.163,125.0,0,LATENT_DEFECT_LOT_OUTLIER,1,40.816,40.615,44.638,47.594
IC_A_021,LOT_A_2026,168.0,47.594,2.9172,9.838,125.0,0,LATENT_DEFECT_LOT_OUTLIER,1,40.816,40.615,44.638,47.594
IC_A_022,LOT_A_2026,0.0,10.673,1.4608,8.547,125.0,0,HEALTHY_STABLE,0,10.673,10.538,11.168,11.782
IC_A_022,LOT_A_2026,24.0,10.538,1.4695,8.563,125.0,0,HEALTHY_STABLE,0,10.673,10.538,11.168,11.782
IC_A_022,LOT_A_2026,96.0,11.168,1.483,8.659,125.0,0,HEALTHY_STABLE,0,10.673,10.538,11.168,11.782
IC_A_022,LOT_A_2026,168.0,11.782,1.5117,8.728,125.0,0,HEALTHY_STABLE,0,10.673,10.538,11.168,11.782
IC_A_023,LOT_A_2026,0.0,10.01,1.473,8.409,125.0,0,HEALTHY_STABLE,0,10.01,10.348,10.718,10.854
IC_A_023,LOT_A_2026,24.0,10.348,1.4796,8.418,125.0,0,HEALTHY_STABLE,0,10.01,10.348,10.718,10.854
IC_A_023,LOT_A_2026,96.0,10.718,1.5091,8.557,125.0,0,HEALTHY_STABLE,0,10.01,10.348,10.718,10.854
IC_A_023,LOT_A_2026,168.0,10.854,1.5285,8.531,125.0,0,HEALTHY_STABLE,0,10.01,10.348,10.718,10.854
IC_A_024,LOT_A_2026,0.0,10.2,1.3665,8.358,125.0,0,HEALTHY_STABLE,0,10.2,10.739,10.755,11.596
IC_A_024,LOT_A_2026,24.0,10.739,1.3817,8.354,125.0,0,HEALTHY_STABLE,0,10.2,10.739,10.755,11.596
IC_A_024,LOT_A_2026,96.0,10.755,1.3988,8.404,125.0,0,HEALTHY_STABLE,0,10.2,10.739,10.755,11.596
IC_A_024,LOT_A_2026,168.0,11.596,1.4272,8.501,125.0,0,HEALTHY_STABLE,0,10.2,10.739,10.755,11.596
IC_A_025,LOT_A_2026,0.0,51.987,5.2055,15.514,125.0,1,ABSOLUTE_SPEC_VIOLATION,1,51.987,53.552,59.672,65.667
IC_A_025,LOT_A_2026,24.0,53.552,5.302,15.735,125.0,1,ABSOLUTE_SPEC_VIOLATION,1,51.987,53.552,59.672,65.667
IC_A_025,LOT_A_2026,96.0,59.672,5.6852,16.475,125.0,1,ABSOLUTE_SPEC_VIOLATION,1,51.987,53.552,59.672,65.667
IC_A_025,LOT_A_2026,168.0,65.667,6.0462,17.164,125.0,1,ABSOLUTE_SPEC_VIOLATION,1,51.987,53.552,59.672,65.667
IC_A_026,LOT_A_2026,0.0,9.467,1.4436,8.405,125.0,0,HEALTHY_STABLE,0,9.467,9.696,10.169,10.378
IC_A_026,LOT_A_2026,24.0,9.696,1.4653,8.453,125.0,0,HEALTHY_STABLE,0,9.467,9.696,10.169,10.378
IC_A_026,LOT_A_2026,96.0,10.169,1.4848,8.583,125.0,0,HEALTHY_STABLE,0,9.467,9.696,10.169,10.378
IC_A_026,LOT_A_2026,168.0,10.378,1.5258,8.672,125.0,0,HEALTHY_STABLE,0,9.467,9.696,10.169,10.378
IC_A_027,LOT_A_2026,0.0,9.724,1.4306,8.532,125.0,0,ACCELERATING_DRIFT,1,9.724,11.288,17.827,24.723
IC_A_027,LOT_A_2026,24.0,11.288,1.5641,8.953,125.0,0,ACCELERATING_DRIFT,1,9.724,11.288,17.827,24.723
IC_A_027,LOT_A_2026,96.0,17.827,1.8272,9.88,125.0,0,ACCELERATING_DRIFT,1,9.724,11.288,17.827,24.723
IC_A_027,LOT_A_2026,168.0,24.723,2.1379,11.118,125.0,0,ACCELERATING_DRIFT,1,9.724,11.288,17.827,24.723
IC_A_028,LOT_A_2026,0.0,10.19,1.3812,8.312,125.0,0,SUDDEN_JUMP,1,10.19,32.599,34.107,35.333
IC_A_028,LOT_A_2026,24.0,32.599,2.1558,8.517,125.0,0,SUDDEN_JUMP,1,10.19,32.599,34.107,35.333
IC_A_028,LOT_A_2026,96.0,34.107,2.1631,8.758,125.0,0,SUDDEN_JUMP,1,10.19,32.599,34.107,35.333
IC_A_028,LOT_A_2026,168.0,35.333,2.1806,9.105,125.0,0,SUDDEN_JUMP,1,10.19,32.599,34.107,35.333
IC_A_029,LOT_A_2026,0.0,9.737,1.4166,8.313,125.0,0,MILD_DRIFT,0,9.737,10.262,11.556,12.973
IC_A_029,LOT_A_2026,24.0,10.262,1.4273,8.387,125.0,0,MILD_DRIFT,0,9.737,10.262,11.556,12.973
IC_A_029,LOT_A_2026,96.0,11.556,1.5129,8.643,125.0,0,MILD_DRIFT,0,9.737,10.262,11.556,12.973
IC_A_029,LOT_A_2026,168.0,12.973,1.5592,8.8,125.0,0,MILD_DRIFT,0,9.737,10.262,11.556,12.973
IC_A_030,LOT_A_2026,0.0,10.005,1.4527,8.219,125.0,0,HEALTHY_STABLE,0,10.005,10.338,11.27,11.096
IC_A_030,LOT_A_2026,24.0,10.338,1.452,8.203,125.0,0,HEALTHY_STABLE,0,10.005,10.338,11.27,11.096
IC_A_030,LOT_A_2026,96.0,11.27,1.479,8.262,125.0,0,HEALTHY_STABLE,0,10.005,10.338,11.27,11.096
IC_A_030,LOT_A_2026,168.0,11.096,1.4733,8.344,125.0,0,HEALTHY_STABLE,0,10.005,10.338,11.27,11.096
IC_B_031,LOT_B_2026,0.0,12.327,1.5904,8.583,125.0,0,HEALTHY_STABLE,0,12.327,12.602,13.099,13.789
IC_B_031,LOT_B_2026,24.0,12.602,1.6144,8.65,125.0,0,HEALTHY_STABLE,0,12.327,12.602,13.099,13.789
IC_B_031,LOT_B_2026,96.0,13.099,1.6181,8.69,125.0,0,HEALTHY_STABLE,0,12.327,12.602,13.099,13.789
IC_B_031,LOT_B_2026,168.0,13.789,1.6586,8.749,125.0,0,HEALTHY_STABLE,0,12.327,12.602,13.099,13.789
IC_B_032,LOT_B_2026,0.0,13.272,1.5841,8.52,125.0,0,HEALTHY_STABLE,0,13.272,13.361,13.62,14.016
IC_B_032,LOT_B_2026,24.0,13.361,1.5657,8.571,125.0,0,HEALTHY_STABLE,0,13.272,13.361,13.62,14.016
IC_B_032,LOT_B_2026,96.0,13.62,1.5851,8.659,125.0,0,HEALTHY_STABLE,0,13.272,13.361,13.62,14.016
IC_B_032,LOT_B_2026,168.0,14.016,1.6181,8.728,125.0,0,HEALTHY_STABLE,0,13.272,13.361,13.62,14.016
IC_B_033,LOT_B_2026,0.0,12.697,1.5894,8.708,125.0,0,HEALTHY_STABLE,0,12.697,12.879,13.475,13.579
IC_B_033,LOT_B_2026,24.0,12.879,1.6059,8.809,125.0,0,HEALTHY_STABLE,0,12.697,12.879,13.475,13.579
IC_B_033,LOT_B_2026,96.0,13.475,1.6347,8.797,125.0,0,HEALTHY_STABLE,0,12.697,12.879,13.475,13.579
IC_B_033,LOT_B_2026,168.0,13.579,1.637,8.9,125.0,0,HEALTHY_STABLE,0,12.697,12.879,13.475,13.579
IC_B_034,LOT_B_2026,0.0,11.499,1.5938,8.608,125.0,0,HEALTHY_STABLE,0,11.499,11.366,11.851,12.325
IC_B_034,LOT_B_2026,24.0,11.366,1.6111,8.635,125.0,0,HEALTHY_STABLE,0,11.499,11.366,11.851,12.325
IC_B_034,LOT_B_2026,96.0,11.851,1.6353,8.736,125.0,0,HEALTHY_STABLE,0,11.499,11.366,11.851,12.325
IC_B_034,LOT_B_2026,168.0,12.325,1.6691,8.744,125.0,0,HEALTHY_STABLE,0,11.499,11.366,11.851,12.325
IC_B_035,LOT_B_2026,0.0,40.563,3.0627,8.493,125.0,0,LATENT_DEFECT_LOT_OUTLIER,1,40.563,40.391,44.518,47.28
IC_B_035,LOT_B_2026,24.0,40.391,3.1001,8.757,125.0,0,LATENT_DEFECT_LOT_OUTLIER,1,40.563,40.391,44.518,47.28
IC_B_035,LOT_B_2026,96.0,44.518,3.2375,9.461,125.0,0,LATENT_DEFECT_LOT_OUTLIER,1,40.563,40.391,44.518,47.28
IC_B_035,LOT_B_2026,168.0,47.28,3.3828,10.093,125.0,0,LATENT_DEFECT_LOT_OUTLIER,1,40.563,40.391,44.518,47.28
IC_B_036,LOT_B_2026,0.0,12.339,1.6279,8.566,125.0,0,ACCELERATING_DRIFT,1,12.339,14.548,20.949,27.517
IC_B_036,LOT_B_2026,24.0,14.548,1.7444,9.103,125.0,0,ACCELERATING_DRIFT,1,12.339,14.548,20.949,27.517
IC_B_036,LOT_B_2026,96.0,20.949,2.0277,10.141,125.0,0,ACCELERATING_DRIFT,1,12.339,14.548,20.949,27.517
IC_B_036,LOT_B_2026,168.0,27.517,2.3248,11.218,125.0,0,ACCELERATING_DRIFT,1,12.339,14.548,20.949,27.517
IC_B_037,LOT_B_2026,0.0,12.506,1.6279,8.65,125.0,0,HEALTHY_STABLE,0,12.506,12.855,13.203,13.801
IC_B_037,LOT_B_2026,24.0,12.855,1.6308,8.622,125.0,0,HEALTHY_STABLE,0,12.506,12.855,13.203,13.801
IC_B_037,LOT_B_2026,96.0,13.203,1.6406,8.684,125.0,0,HEALTHY_STABLE,0,12.506,12.855,13.203,13.801
IC_B_037,LOT_B_2026,168.0,13.801,1.6772,8.77,125.0,0,HEALTHY_STABLE,0,12.506,12.855,13.203,13.801
IC_B_038,LOT_B_2026,0.0,37.85,2.8681,8.65,125.0,0,LATENT_DEFECT_LOT_OUTLIER,1,37.85,40.791,41.93,46.289
IC_B_038,LOT_B_2026,24.0,40.791,2.9168,8.936,125.0,0,LATENT_DEFECT_LOT_OUTLIER,1,37.85,40.791,41.93,46.289
IC_B_038,LOT_B_2026,96.0,41.93,3.0277,9.571,125.0,0,LATENT_DEFECT_LOT_OUTLIER,1,37.85,40.791,41.93,46.289
IC_B_038,LOT_B_2026,168.0,46.289,3.2097,10.279,125.0,0,LATENT_DEFECT_LOT_OUTLIER,1,37.85,40.791,41.93,46.289
IC_B_039,LOT_B_2026,0.0,12.579,1.7236,8.697,125.0,0,HEALTHY_STABLE,0,12.579,12.749,12.977,13.608
IC_B_039,LOT_B_2026,24.0,12.749,1.7174,8.711,125.0,0,HEALTHY_STABLE,0,12.579,12.749,12.977,13.608
IC_B_039,LOT_B_2026,96.0,12.977,1.7211,8.832,125.0,0,HEALTHY_STABLE,0,12.579,12.749,12.977,13.608
IC_B_039,LOT_B_2026,168.0,13.608,1.7571,8.845,125.0,0,HEALTHY_STABLE,0,12.579,12.749,12.977,13.608
IC_B_040,LOT_B_2026,0.0,12.559,1.6175,8.805,125.0,0,HEALTHY_STABLE,0,12.559,12.892,13.512,13.626
IC_B_040,LOT_B_2026,24.0,12.892,1.5993,8.784,125.0,0,HEALTHY_STABLE,0,12.559,12.892,13.512,13.626
IC_B_040,LOT_B_2026,96.0,13.512,1.6318,8.867,125.0,0,HEALTHY_STABLE,0,12.559,12.892,13.512,13.626
IC_B_040,LOT_B_2026,168.0,13.626,1.6493,9.027,125.0,0,HEALTHY_STABLE,0,12.559,12.892,13.512,13.626
IC_B_041,LOT_B_2026,0.0,11.852,1.6021,8.695,125.0,0,HEALTHY_STABLE,0,11.852,12.356,12.703,13.058
IC_B_041,LOT_B_2026,24.0,12.356,1.5828,8.693,125.0,0,HEALTHY_STABLE,0,11.852,12.356,12.703,13.058
IC_B_041,LOT_B_2026,96.0,12.703,1.6148,8.79,125.0,0,HEALTHY_STABLE,0,11.852,12.356,12.703,13.058
IC_B_041,LOT_B_2026,168.0,13.058,1.646,8.847,125.0,0,HEALTHY_STABLE,0,11.852,12.356,12.703,13.058
IC_B_042,LOT_B_2026,0.0,12.474,1.6025,8.685,125.0,0,MILD_DRIFT,0,12.474,12.91,14.249,15.747
IC_B_042,LOT_B_2026,24.0,12.91,1.62,8.761,125.0,0,MILD_DRIFT,0,12.474,12.91,14.249,15.747
IC_B_042,LOT_B_2026,96.0,14.249,1.6998,8.894,125.0,0,MILD_DRIFT,0,12.474,12.91,14.249,15.747
IC_B_042,LOT_B_2026,168.0,15.747,1.7548,9.127,125.0,0,MILD_DRIFT,0,12.474,12.91,14.249,15.747
IC_B_043,LOT_B_2026,0.0,12.695,1.5981,8.645,125.0,0,HEALTHY_STABLE,0,12.695,12.706,13.076,13.518
IC_B_043,LOT_B_2026,24.0,12.706,1.5963,8.724,125.0,0,HEALTHY_STABLE,0,12.695,12.706,13.076,13.518
IC_B_043,LOT_B_2026,96.0,13.076,1.6177,8.782,125.0,0,HEALTHY_STABLE,0,12.695,12.706,13.076,13.518
IC_B_043,LOT_B_2026,168.0,13.518,1.6329,8.856,125.0,0,HEALTHY_STABLE,0,12.695,12.706,13.076,13.518
IC_B_044,LOT_B_2026,0.0,12.412,1.5474,8.793,125.0,0,HEALTHY_STABLE,0,12.412,12.659,12.862,13.409
IC_B_044,LOT_B_2026,24.0,12.659,1.5547,8.83,125.0,0,HEALTHY_STABLE,0,12.412,12.659,12.862,13.409
IC_B_044,LOT_B_2026,96.0,12.862,1.5861,8.885,125.0,0,HEALTHY_STABLE,0,12.412,12.659,12.862,13.409
IC_B_044,LOT_B_2026,168.0,13.409,1.6048,8.902,125.0,0,HEALTHY_STABLE,0,12.412,12.659,12.862,13.409
IC_B_045,LOT_B_2026,0.0,11.74,1.5749,8.789,125.0,0,HEALTHY_STABLE,0,11.74,12.334,12.498,12.961
IC_B_045,LOT_B_2026,24.0,12.334,1.5528,8.803,125.0,0,HEALTHY_STABLE,0,11.74,12.334,12.498,12.961
IC_B_045,LOT_B_2026,96.0,12.498,1.6059,8.927,125.0,0,HEALTHY_STABLE,0,11.74,12.334,12.498,12.961
IC_B_045,LOT_B_2026,168.0,12.961,1.6312,9.064,125.0,0,HEALTHY_STABLE,0,11.74,12.334,12.498,12.961
IC_B_046,LOT_B_2026,0.0,12.772,1.6103,8.665,125.0,0,HEALTHY_STABLE,0,12.772,12.796,13.406,13.848
IC_B_046,LOT_B_2026,24.0,12.796,1.616,8.676,125.0,0,HEALTHY_STABLE,0,12.772,12.796,13.406,13.848
IC_B_046,LOT_B_2026,96.0,13.406,1.6186,8.808,125.0,0,HEALTHY_STABLE,0,12.772,12.796,13.406,13.848
IC_B_046,LOT_B_2026,168.0,13.848,1.6598,8.879,125.0,0,HEALTHY_STABLE,0,12.772,12.796,13.406,13.848
IC_B_047,LOT_B_2026,0.0,12.219,1.6242,8.613,125.0,0,MILD_DRIFT,0,12.219,12.478,13.914,15.324
IC_B_047,LOT_B_2026,24.0,12.478,1.6416,8.713,125.0,0,MILD_DRIFT,0,12.219,12.478,13.914,15.324
IC_B_047,LOT_B_2026,96.0,13.914,1.682,8.948,125.0,0,MILD_DRIFT,0,12.219,12.478,13.914,15.324
IC_B_047,LOT_B_2026,168.0,15.324,1.746,9.205,125.0,0,MILD_DRIFT,0,12.219,12.478,13.914,15.324
IC_B_048,LOT_B_2026,0.0,11.67,1.6267,8.701,125.0,0,HEALTHY_STABLE,0,11.67,11.961,12.547,13.072
IC_B_048,LOT_B_2026,24.0,11.961,1.6525,8.74,125.0,0,HEALTHY_STABLE,0,11.67,11.961,12.547,13.072
IC_B_048,LOT_B_2026,96.0,12.547,1.6415,8.813,125.0,0,HEALTHY_STABLE,0,11.67,11.961,12.547,13.072
IC_B_048,LOT_B_2026,168.0,13.072,1.6639,8.941,125.0,0,HEALTHY_STABLE,0,11.67,11.961,12.547,13.072
IC_B_049,LOT_B_2026,0.0,12.839,1.6037,8.626,125.0,0,HEALTHY_STABLE,0,12.839,12.646,13.294,13.901
IC_B_049,LOT_B_2026,24.0,12.646,1.6262,8.647,125.0,0,HEALTHY_STABLE,0,12.839,12.646,13.294,13.901
IC_B_049,LOT_B_2026,96.0,13.294,1.6583,8.706,125.0,0,HEALTHY_STABLE,0,12.839,12.646,13.294,13.901
IC_B_049,LOT_B_2026,168.0,13.901,1.6823,8.746,125.0,0,HEALTHY_STABLE,0,12.839,12.646,13.294,13.901
IC_B_050,LOT_B_2026,0.0,12.794,1.6044,8.688,125.0,0,HEALTHY_STABLE,0,12.794,13.055,13.333,13.684
